PlanId,PlanMarketingName,MetalLevel,PlanType,MarketCoverage,ChildOnlyOffering,IsHSAEligible,IsNewPlan,IsGuaranteedRate,WellnessProgramOffered,DiseaseManagementProgramsOffered,OutOfCountryCoverage,OutOfServiceAreaCoverage,SpecialistRequiringReferral,IssuerActuarialValue,StateCode,ServiceAreaId,NetworkId,StandardComponentId,DentalOnlyPlan,IsNoticeRequiredForPregnancy
737,Plan 737,Bronze,EPO,Family,No,No,Yes,Yes,No,Yes,No,No,No,67.5%,NY,NYS001,NYN001,000737,No,Yes
738,Plan 738,Silver,EPO,Child-only,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,87.5%,FL,MIS001,MIN001,000738,Yes,No
739,Plan 739,Bronze,HMO,Individual,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,71.0%,CA,TXS001,NYN001,000739,Yes,No
740,Plan 740,Bronze,EPO,Child-only,Yes,No,Yes,No,Yes,Yes,No,Yes,No,76.5%,NC,TXS001,PAN001,000740,Yes,Yes
741,Plan 741,Platinum,PPO,Individual,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,62.4%,GA,PAS001,MIN001,000741,No,Yes
742,Plan 742,Platinum,EPO,Individual,No,No,Yes,No,Yes,No,Yes,Yes,No,79.7%,IL,NYS001,ILN001,000742,Yes,Yes
743,Plan 743,Platinum,EPO,Individual,Yes,No,Yes,Yes,No,No,No,Yes,No,65.7%,GA,FLS001,NCN001,000743,Yes,Yes
744,Plan 744,Platinum,EPO,Family,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,77.5%,PA,TXS001,ILN001,000744,No,Yes
745,Plan 745,Silver,HMO,Child-only,No,No,Yes,Yes,Yes,Yes,No,No,No,77.2%,CA,NYS001,NCN001,000745,Yes,Yes
746,Plan 746,Gold,PPO,Child-only,No,No,No,No,No,No,No,Yes,No,78.7%,PA,GAS001,CAN001,000746,No,No
747,Plan 747,Bronze,HMO,Family,No,No,Yes,No,Yes,Yes,Yes,No,No,60.0%,OH,PAS001,NYN001,000747,No,Yes
748,Plan 748,Silver,EPO,Child-only,No,Yes,No,No,Yes,No,No,Yes,Yes,65.3%,IL,ILS001,CAN001,000748,No,Yes
749,Plan 749,Silver,PPO,Individual,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,78.5%,CA,CAS001,MIN001,000749,Yes,Yes
750,Plan 750,Silver,PPO,Individual,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,78.5%,CA,ILS001,GAN001,000750,Yes,Yes
751,Plan 751,Silver,PPO,Family,No,Yes,Yes,No,No,Yes,No,No,No,65.2%,NC,TXS001,ILN001,000751,No,No
752,Plan 752,Silver,EPO,Family,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,69.6%,MI,NCS001,TXN001,000752,Yes,No
753,Plan 753,Bronze,HMO,Individual,No,Yes,Yes,No,No,Yes,Yes,Yes,No,83.1%,MI,NYS001,OHN001,000753,No,Yes
754,Plan 754,Silver,EPO,Individual,Yes,Yes,No,Yes,No,Yes,No,Yes,No,82.1%,PA,PAS001,NCN001,000754,Yes,Yes
755,Plan 755,Silver,EPO,Child-only,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,63.7%,NC,PAS001,PAN001,000755,No,No
756,Plan 756,Gold,EPO,Child-only,Yes,No,No,Yes,No,No,Yes,Yes,Yes,71.4%,FL,FLS001,NCN001,000756,No,No
757,Plan 757,Bronze,HMO,Child-only,No,Yes,No,Yes,No,No,Yes,No,No,63.5%,MI,TXS001,ILN001,000757,No,No
758,Plan 758,Gold,PPO,Family,No,Yes,Yes,No,Yes,No,No,Yes,No,70.0%,NC,TXS001,NYN001,000758,No,No
759,Plan 759,Gold,PPO,Family,Yes,No,No,Yes,No,Yes,No,No,Yes,60.2%,GA,MIS001,NCN001,000759,No,Yes
760,Plan 760,Silver,EPO,Family,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,83.1%,MI,TXS001,GAN001,000760,No,Yes
761,Plan 761,Bronze,HMO,Child-only,No,Yes,Yes,Yes,Yes,No,No,No,Yes,63.2%,NY,FLS001,FLN001,000761,Yes,No
762,Plan 762,Platinum,EPO,Family,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,88.2%,PA,FLS001,ILN001,000762,No,Yes
763,Plan 763,Platinum,EPO,Child-only,No,No,Yes,Yes,No,No,No,Yes,No,86.4%,PA,CAS001,OHN001,000763,Yes,No
764,Plan 764,Bronze,HMO,Child-only,No,Yes,No,Yes,No,No,No,No,Yes,88.7%,OH,FLS001,CAN001,000764,Yes,No
765,Plan 765,Silver,PPO,Individual,Yes,No,No,No,No,Yes,No,Yes,Yes,60.0%,NY,NYS001,GAN001,000765,No,No
766,Plan 766,Gold,EPO,Individual,Yes,Yes,No,Yes,No,Yes,No,Yes,No,60.0%,PA,TXS001,TXN001,000766,Yes,No
767,Plan 767,Bronze,EPO,Individual,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,62.7%,IL,MIS001,TXN001,000767,Yes,Yes
768,Plan 768,Platinum,PPO,Family,Yes,Yes,No,Yes,No,No,No,Yes,No,73.8%,FL,GAS001,ILN001,000768,No,Yes
769,Plan 769,Silver,EPO,Child-only,No,Yes,No,Yes,No,No,No,Yes,Yes,81.0%,MI,MIS001,GAN001,000769,No,No
770,Plan 770,Bronze,PPO,Individual,No,Yes,Yes,No,No,No,Yes,Yes,Yes,78.9%,PA,PAS001,TXN001,000770,No,Yes
771,Plan 771,Silver,HMO,Family,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,80.0%,NY,TXS001,FLN001,000771,No,Yes
772,Plan 772,Bronze,HMO,Individual,Yes,No,No,No,Yes,No,No,No,No,62.7%,NY,ILS001,NCN001,000772,No,Yes
773,Plan 773,Bronze,EPO,Individual,Yes,No,No,No,No,Yes,No,No,No,76.4%,MI,TXS001,FLN001,000773,No,Yes
774,Plan 774,Bronze,PPO,Individual,Yes,No,Yes,Yes,No,Yes,Yes,No,No,77.6%,CA,PAS001,CAN001,000774,No,No
775,Plan 775,Silver,EPO,Individual,No,Yes,No,Yes,Yes,Yes,Yes,No,No,69.0%,OH,PAS001,PAN001,000775,Yes,Yes
776,Plan 776,Silver,PPO,Child-only,Yes,No,No,No,Yes,No,Yes,Yes,Yes,63.4%,CA,NYS001,GAN001,000776,Yes,Yes
777,Plan 777,Silver,PPO,Family,Yes,No,No,Yes,No,No,No,No,No,89.5%,NC,MIS001,NCN001,000777,No,No
778,Plan 778,Gold,EPO,Child-only,No,Yes,No,No,Yes,No,No,Yes,No,82.3%,GA,ILS001,TXN001,000778,No,No
779,Plan 779,Gold,HMO,Child-only,Yes,Yes,Yes,No,No,No,No,No,Yes,70.0%,NC,NCS001,ILN001,000779,Yes,Yes
780,Plan 780,Gold,PPO,Family,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,74.8%,NY,CAS001,OHN001,000780,Yes,No
781,Plan 781,Gold,EPO,Family,No,Yes,Yes,No,Yes,No,Yes,No,No,78.4%,FL,FLS001,CAN001,000781,Yes,Yes
782,Plan 782,Silver,EPO,Child-only,Yes,No,No,Yes,No,No,Yes,Yes,Yes,74.5%,OH,MIS001,ILN001,000782,No,No
783,Plan 783,Bronze,EPO,Child-only,Yes,No,Yes,No,No,Yes,No,Yes,Yes,82.0%,FL,NYS001,NCN001,000783,No,No
784,Plan 784,Platinum,HMO,Child-only,No,No,No,Yes,No,Yes,Yes,Yes,Yes,78.6%,MI,NYS001,CAN001,000784,No,Yes
785,Plan 785,Silver,EPO,Individual,No,No,No,No,Yes,Yes,Yes,No,No,67.5%,PA,MIS001,PAN001,000785,No,Yes
786,Plan 786,Platinum,EPO,Child-only,Yes,Yes,No,Yes,No,Yes,No,No,No,75.2%,IL,ILS001,NYN001,000786,Yes,No
787,Plan 787,Silver,EPO,Child-only,No,Yes,No,Yes,No,No,Yes,No,Yes,82.2%,GA,MIS001,CAN001,000787,No,No
788,Plan 788,Bronze,EPO,Family,No,No,Yes,No,No,Yes,No,Yes,Yes,70.7%,MI,NCS001,ILN001,000788,No,No
789,Plan 789,Gold,EPO,Family,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,66.1%,NC,PAS001,GAN001,000789,Yes,Yes
790,Plan 790,Gold,HMO,Family,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,61.3%,IL,TXS001,PAN001,000790,No,No
791,Plan 791,Bronze,PPO,Individual,Yes,No,No,Yes,No,No,Yes,Yes,Yes,81.9%,NC,ILS001,NCN001,000791,Yes,Yes
792,Plan 792,Gold,PPO,Child-only,No,Yes,Yes,No,Yes,Yes,No,No,No,72.6%,MI,PAS001,CAN001,000792,No,No
793,Plan 793,Bronze,EPO,Individual,No,Yes,No,No,Yes,No,Yes,Yes,Yes,65.6%,GA,TXS001,NCN001,000793,No,Yes
794,Plan 794,Silver,HMO,Child-only,No,Yes,Yes,No,Yes,No,Yes,Yes,No,64.2%,GA,GAS001,OHN001,000794,No,No
795,Plan 795,Gold,HMO,Child-only,Yes,No,Yes,No,Yes,No,Yes,No,No,78.4%,OH,NCS001,ILN001,000795,Yes,No
796,Plan 796,Gold,EPO,Family,No,No,Yes,No,Yes,Yes,Yes,No,Yes,74.2%,OH,GAS001,GAN001,000796,Yes,No
797,Plan 797,Silver,EPO,Individual,No,Yes,Yes,Yes,No,Yes,No,No,Yes,66.1%,NC,ILS001,OHN001,000797,No,Yes
798,Plan 798,Gold,PPO,Family,No,Yes,Yes,No,Yes,No,No,No,No,77.9%,NC,OHS001,ILN001,000798,Yes,Yes
799,Plan 799,Silver,PPO,Individual,Yes,No,Yes,Yes,No,No,Yes,Yes,No,60.2%,PA,FLS001,TXN001,000799,Yes,Yes
800,Plan 800,Silver,PPO,Individual,Yes,Yes,No,No,Yes,Yes,Yes,No,No,80.0%,IL,NCS001,ILN001,000800,No,Yes
801,Plan 801,Platinum,EPO,Individual,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,70.1%,NY,FLS001,TXN001,000801,Yes,No
802,Plan 802,Gold,EPO,Individual,No,No,No,No,Yes,No,No,No,Yes,65.0%,TX,MIS001,ILN001,000802,Yes,Yes
803,Plan 803,Bronze,HMO,Family,No,Yes,Yes,No,Yes,No,No,Yes,Yes,86.8%,FL,CAS001,PAN001,000803,Yes,No
804,Plan 804,Silver,PPO,Child-only,Yes,Yes,Yes,Yes,Yes,No,No,No,No,89.1%,NC,NYS001,NCN001,000804,No,No
805,Plan 805,Platinum,HMO,Child-only,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,60.9%,NY,ILS001,PAN001,000805,No,No
806,Plan 806,Gold,HMO,Family,Yes,Yes,Yes,No,No,No,Yes,Yes,No,83.3%,OH,GAS001,CAN001,000806,Yes,No
807,Plan 807,Bronze,HMO,Family,Yes,Yes,No,No,No,Yes,Yes,No,No,71.7%,NC,GAS001,FLN001,000807,Yes,Yes
808,Plan 808,Bronze,HMO,Child-only,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,74.9%,MI,NYS001,FLN001,000808,No,No
809,Plan 809,Gold,PPO,Child-only,No,Yes,No,Yes,Yes,No,No,Yes,Yes,63.0%,FL,GAS001,CAN001,000809,No,Yes
810,Plan 810,Bronze,EPO,Family,Yes,No,Yes,No,No,No,No,Yes,No,69.3%,FL,FLS001,GAN001,000810,Yes,Yes
811,Plan 811,Silver,EPO,Child-only,No,Yes,No,No,Yes,Yes,No,No,Yes,74.4%,FL,TXS001,PAN001,000811,Yes,Yes
812,Plan 812,Platinum,HMO,Individual,No,Yes,Yes,Yes,No,Yes,Yes,No,No,74.1%,MI,TXS001,ILN001,000812,No,Yes
813,Plan 813,Platinum,EPO,Individual,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,63.6%,MI,TXS001,PAN001,000813,No,No
814,Plan 814,Platinum,EPO,Individual,No,No,No,Yes,No,Yes,No,No,Yes,80.0%,FL,ILS001,TXN001,000814,Yes,No
815,Plan 815,Platinum,HMO,Individual,No,No,No,No,No,Yes,No,No,No,65.4%,PA,NCS001,NYN001,000815,No,No
816,Plan 816,Gold,EPO,Child-only,No,Yes,No,No,No,Yes,No,No,No,78.7%,GA,OHS001,PAN001,000816,Yes,No
817,Plan 817,Silver,EPO,Individual,Yes,No,No,No,No,Yes,Yes,No,No,63.4%,NY,PAS001,NCN001,000817,No,No
818,Plan 818,Gold,EPO,Family,No,No,Yes,No,Yes,Yes,Yes,Yes,No,69.4%,IL,OHS001,NYN001,000818,Yes,No
819,Plan 819,Gold,EPO,Individual,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,60.2%,PA,FLS001,TXN001,000819,Yes,No
820,Plan 820,Bronze,EPO,Individual,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,76.8%,NY,CAS001,OHN001,000820,No,Yes
821,Plan 821,Silver,EPO,Child-only,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,78.5%,NC,NCS001,NCN001,000821,Yes,Yes
822,Plan 822,Bronze,HMO,Child-only,No,Yes,No,Yes,No,Yes,No,Yes,No,63.6%,NY,OHS001,FLN001,000822,Yes,Yes
823,Plan 823,Silver,HMO,Child-only,Yes,No,No,No,No,Yes,Yes,Yes,No,61.5%,FL,OHS001,TXN001,000823,Yes,Yes
824,Plan 824,Bronze,EPO,Family,No,Yes,Yes,Yes,No,No,No,No,Yes,81.0%,GA,OHS001,CAN001,000824,Yes,Yes
825,Plan 825,Gold,HMO,Family,Yes,Yes,No,Yes,Yes,No,Yes,No,No,86.7%,GA,TXS001,CAN001,000825,Yes,No
826,Plan 826,Gold,PPO,Family,Yes,No,Yes,No,Yes,No,Yes,No,No,66.6%,GA,FLS001,TXN001,000826,No,Yes
827,Plan 827,Silver,EPO,Family,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,80.4%,GA,FLS001,FLN001,000827,Yes,No
828,Plan 828,Platinum,PPO,Family,Yes,No,Yes,Yes,Yes,Yes,No,No,No,81.3%,OH,CAS001,NYN001,000828,No,No
829,Plan 829,Gold,PPO,Child-only,No,No,Yes,No,No,Yes,No,No,No,75.7%,GA,PAS001,CAN001,000829,No,Yes
830,Plan 830,Gold,HMO,Child-only,Yes,No,Yes,No,No,Yes,Yes,No,Yes,88.8%,NY,NYS001,OHN001,000830,Yes,Yes
831,Plan 831,Gold,HMO,Individual,No,No,Yes,Yes,No,No,Yes,Yes,No,66.3%,CA,MIS001,NYN001,000831,Yes,No
832,Plan 832,Platinum,EPO,Child-only,Yes,No,No,Yes,No,Yes,No,Yes,Yes,62.7%,GA,GAS001,GAN001,000832,Yes,Yes
833,Plan 833,Bronze,HMO,Child-only,Yes,No,Yes,No,No,Yes,No,No,Yes,66.7%,NY,TXS001,MIN001,000833,No,No
834,Plan 834,Silver,PPO,Child-only,Yes,Yes,No,Yes,No,No,No,Yes,Yes,73.5%,MI,NCS001,PAN001,000834,No,Yes
835,Plan 835,Platinum,HMO,Individual,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,84.3%,TX,PAS001,FLN001,000835,No,Yes
836,Plan 836,Silver,HMO,Child-only,No,Yes,No,Yes,No,Yes,Yes,Yes,No,64.4%,CA,ILS001,NCN001,000836,Yes,No
837,Plan 837,Platinum,EPO,Individual,No,Yes,Yes,Yes,No,Yes,No,No,No,60.3%,GA,PAS001,FLN001,000837,Yes,No
838,Plan 838,Gold,HMO,Individual,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,86.2%,PA,OHS001,TXN001,000838,Yes,No
839,Plan 839,Silver,EPO,Individual,No,No,Yes,No,Yes,No,No,Yes,No,70.9%,MI,FLS001,FLN001,000839,No,No
840,Plan 840,Silver,PPO,Individual,Yes,No,Yes,Yes,No,Yes,Yes,No,No,64.2%,NY,MIS001,GAN001,000840,Yes,No
841,Plan 841,Platinum,HMO,Family,Yes,No,Yes,No,Yes,No,No,Yes,Yes,81.9%,OH,CAS001,CAN001,000841,No,Yes
842,Plan 842,Platinum,EPO,Child-only,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,80.8%,IL,OHS001,NYN001,000842,Yes,No
843,Plan 843,Silver,HMO,Child-only,No,No,Yes,Yes,No,Yes,No,No,Yes,70.6%,CA,OHS001,NYN001,000843,No,No
844,Plan 844,Gold,HMO,Individual,No,Yes,Yes,No,Yes,No,No,No,No,71.2%,FL,MIS001,FLN001,000844,Yes,No
845,Plan 845,Bronze,EPO,Family,Yes,Yes,No,No,No,Yes,No,No,Yes,71.5%,CA,ILS001,OHN001,000845,No,No
846,Plan 846,Silver,EPO,Child-only,Yes,No,No,No,Yes,No,Yes,Yes,No,78.6%,OH,CAS001,CAN001,000846,No,Yes
847,Plan 847,Bronze,PPO,Child-only,No,No,Yes,No,No,Yes,Yes,No,Yes,83.9%,CA,PAS001,PAN001,000847,No,Yes
848,Plan 848,Gold,EPO,Family,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,65.3%,FL,NCS001,TXN001,000848,Yes,No
849,Plan 849,Bronze,EPO,Individual,No,No,No,No,No,No,Yes,Yes,Yes,87.3%,PA,OHS001,ILN001,000849,No,Yes
850,Plan 850,Gold,HMO,Family,No,Yes,Yes,No,Yes,Yes,No,No,Yes,65.8%,TX,ILS001,OHN001,000850,Yes,Yes
851,Plan 851,Silver,PPO,Individual,No,No,Yes,No,No,Yes,No,No,Yes,84.9%,PA,TXS001,CAN001,000851,No,Yes
852,Plan 852,Bronze,HMO,Individual,Yes,No,No,Yes,No,No,Yes,Yes,No,86.6%,PA,NYS001,ILN001,000852,No,Yes
853,Plan 853,Gold,HMO,Child-only,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,76.0%,GA,ILS001,OHN001,000853,Yes,No
854,Plan 854,Bronze,HMO,Child-only,No,Yes,No,No,Yes,Yes,No,Yes,No,72.8%,TX,MIS001,FLN001,000854,Yes,No
855,Plan 855,Silver,PPO,Individual,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,90.0%,OH,OHS001,GAN001,000855,No,No
856,Plan 856,Bronze,PPO,Individual,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,79.7%,CA,FLS001,CAN001,000856,No,Yes
857,Plan 857,Silver,EPO,Child-only,Yes,No,Yes,No,No,Yes,No,Yes,Yes,60.7%,GA,MIS001,TXN001,000857,No,No
858,Plan 858,Bronze,HMO,Child-only,Yes,Yes,No,Yes,No,Yes,No,Yes,No,64.1%,TX,ILS001,NYN001,000858,Yes,Yes
859,Plan 859,Platinum,EPO,Individual,No,Yes,Yes,Yes,No,Yes,Yes,No,No,70.9%,IL,GAS001,PAN001,000859,No,No
860,Plan 860,Platinum,HMO,Individual,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,85.5%,OH,CAS001,ILN001,000860,No,Yes
861,Plan 861,Silver,EPO,Child-only,Yes,Yes,Yes,No,No,Yes,No,No,Yes,82.8%,FL,FLS001,MIN001,000861,No,Yes
862,Plan 862,Silver,PPO,Individual,No,No,Yes,Yes,Yes,No,Yes,No,Yes,80.2%,CA,TXS001,OHN001,000862,Yes,Yes
863,Plan 863,Bronze,EPO,Individual,No,Yes,Yes,No,Yes,No,No,Yes,Yes,71.9%,IL,OHS001,PAN001,000863,No,Yes
864,Plan 864,Gold,EPO,Child-only,No,No,No,No,No,No,Yes,Yes,Yes,68.5%,MI,NYS001,FLN001,000864,No,No
865,Plan 865,Gold,PPO,Child-only,Yes,No,No,No,No,No,No,Yes,No,83.1%,OH,OHS001,OHN001,000865,Yes,No
866,Plan 866,Platinum,PPO,Individual,No,No,Yes,No,Yes,No,No,No,No,61.6%,PA,CAS001,GAN001,000866,No,Yes
867,Plan 867,Silver,HMO,Individual,Yes,No,No,Yes,No,No,Yes,No,No,67.0%,TX,CAS001,OHN001,000867,Yes,Yes
868,Plan 868,Silver,PPO,Individual,No,Yes,Yes,No,Yes,No,Yes,Yes,No,64.0%,GA,TXS001,OHN001,000868,No,Yes
869,Plan 869,Bronze,EPO,Child-only,No,Yes,Yes,Yes,No,No,No,Yes,Yes,76.8%,PA,ILS001,TXN001,000869,No,No
870,Plan 870,Platinum,PPO,Family,No,No,Yes,No,No,Yes,Yes,Yes,No,84.8%,FL,NCS001,GAN001,000870,No,Yes
871,Plan 871,Gold,EPO,Individual,No,Yes,Yes,No,Yes,Yes,No,No,No,60.5%,IL,GAS001,ILN001,000871,No,Yes
872,Plan 872,Bronze,EPO,Child-only,Yes,No,Yes,No,No,Yes,No,Yes,Yes,89.7%,PA,MIS001,CAN001,000872,No,Yes
873,Plan 873,Silver,PPO,Individual,No,Yes,No,Yes,No,No,Yes,No,Yes,66.5%,CA,GAS001,NYN001,000873,No,Yes
874,Plan 874,Gold,EPO,Child-only,Yes,No,No,No,No,No,No,Yes,Yes,84.2%,IL,PAS001,TXN001,000874,Yes,No
875,Plan 875,Bronze,HMO,Child-only,Yes,Yes,No,No,Yes,No,Yes,No,Yes,64.7%,TX,MIS001,TXN001,000875,No,No
876,Plan 876,Silver,PPO,Individual,No,Yes,Yes,Yes,No,No,No,No,Yes,83.2%,IL,MIS001,MIN001,000876,No,No
877,Plan 877,Gold,EPO,Family,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,61.8%,NY,ILS001,ILN001,000877,No,Yes
878,Plan 878,Bronze,PPO,Individual,Yes,No,No,Yes,Yes,No,No,Yes,No,77.3%,PA,TXS001,NCN001,000878,Yes,Yes
879,Plan 879,Bronze,HMO,Family,No,Yes,Yes,No,No,No,No,Yes,No,82.2%,PA,MIS001,FLN001,000879,No,No
880,Plan 880,Gold,PPO,Individual,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,88.8%,MI,ILS001,TXN001,000880,No,Yes
881,Plan 881,Gold,PPO,Child-only,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,79.3%,NY,ILS001,TXN001,000881,Yes,No
882,Plan 882,Gold,EPO,Family,Yes,No,No,Yes,Yes,No,Yes,No,Yes,72.6%,IL,NCS001,NCN001,000882,No,No
883,Plan 883,Platinum,HMO,Family,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,88.8%,PA,TXS001,MIN001,000883,Yes,No
884,Plan 884,Bronze,HMO,Individual,Yes,No,No,Yes,No,No,No,No,No,70.8%,MI,FLS001,TXN001,000884,Yes,Yes
885,Plan 885,Silver,EPO,Individual,No,No,No,Yes,Yes,Yes,Yes,Yes,No,86.7%,IL,CAS001,MIN001,000885,No,Yes
886,Plan 886,Platinum,EPO,Individual,No,Yes,Yes,No,No,No,Yes,No,Yes,77.9%,IL,TXS001,PAN001,000886,No,Yes
887,Plan 887,Platinum,HMO,Family,Yes,No,No,No,No,Yes,No,No,No,74.2%,FL,MIS001,NYN001,000887,Yes,No
888,Plan 888,Gold,PPO,Child-only,Yes,Yes,Yes,No,Yes,No,No,No,No,77.8%,IL,ILS001,ILN001,000888,No,No
889,Plan 889,Gold,PPO,Individual,Yes,No,No,No,Yes,Yes,Yes,No,Yes,70.1%,PA,NYS001,ILN001,000889,Yes,No
890,Plan 890,Bronze,PPO,Child-only,Yes,Yes,No,No,No,No,No,No,No,63.6%,NC,ILS001,MIN001,000890,Yes,No
891,Plan 891,Gold,HMO,Child-only,Yes,No,No,Yes,No,Yes,No,No,Yes,78.2%,PA,NCS001,CAN001,000891,Yes,Yes
892,Plan 892,Platinum,EPO,Child-only,No,Yes,No,Yes,No,No,Yes,No,Yes,64.4%,NC,NYS001,GAN001,000892,Yes,Yes
893,Plan 893,Gold,EPO,Family,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,67.8%,PA,FLS001,TXN001,000893,Yes,No
894,Plan 894,Platinum,EPO,Family,No,Yes,Yes,Yes,No,No,Yes,No,No,60.9%,NY,NCS001,CAN001,000894,No,No
895,Plan 895,Silver,PPO,Child-only,No,Yes,No,No,Yes,No,No,No,No,78.1%,CA,PAS001,PAN001,000895,Yes,Yes
896,Plan 896,Gold,HMO,Child-only,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,85.6%,NC,MIS001,OHN001,000896,Yes,No
897,Plan 897,Gold,PPO,Child-only,No,No,No,No,No,Yes,No,Yes,Yes,73.0%,TX,OHS001,GAN001,000897,Yes,No
898,Plan 898,Gold,HMO,Individual,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,84.1%,OH,PAS001,NCN001,000898,No,Yes
899,Plan 899,Bronze,PPO,Family,Yes,No,Yes,No,No,Yes,Yes,Yes,No,62.8%,TX,GAS001,FLN001,000899,No,Yes
900,Plan 900,Silver,EPO,Child-only,Yes,No,No,Yes,Yes,Yes,No,Yes,No,61.2%,IL,CAS001,TXN001,000900,Yes,Yes
901,Plan 901,Silver,HMO,Individual,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,72.4%,PA,TXS001,MIN001,000901,Yes,No
902,Plan 902,Gold,PPO,Child-only,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,60.0%,NY,ILS001,FLN001,000902,No,No
903,Plan 903,Gold,HMO,Family,No,No,Yes,Yes,Yes,No,No,Yes,Yes,81.7%,MI,PAS001,CAN001,000903,Yes,No
904,Plan 904,Silver,HMO,Individual,No,Yes,No,Yes,Yes,No,Yes,Yes,No,79.7%,GA,MIS001,CAN001,000904,No,Yes
905,Plan 905,Silver,EPO,Family,Yes,Yes,No,No,Yes,Yes,No,No,Yes,72.4%,CA,GAS001,FLN001,000905,No,Yes
906,Plan 906,Platinum,HMO,Family,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,86.7%,OH,FLS001,CAN001,000906,Yes,No
907,Plan 907,Gold,EPO,Individual,No,Yes,No,No,No,No,No,No,No,68.4%,OH,ILS001,NYN001,000907,Yes,Yes
908,Plan 908,Platinum,HMO,Family,Yes,No,Yes,No,Yes,No,Yes,No,No,64.3%,OH,NCS001,MIN001,000908,No,No
909,Plan 909,Silver,EPO,Family,No,No,No,Yes,Yes,Yes,Yes,Yes,No,74.1%,OH,CAS001,CAN001,000909,Yes,No
910,Plan 910,Platinum,HMO,Family,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,72.7%,GA,NCS001,FLN001,000910,No,No
911,Plan 911,Platinum,EPO,Individual,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,84.6%,NY,NYS001,FLN001,000911,Yes,No
912,Plan 912,Silver,PPO,Individual,Yes,No,No,Yes,No,No,Yes,No,Yes,89.7%,PA,OHS001,TXN001,000912,No,Yes
913,Plan 913,Gold,EPO,Child-only,Yes,Yes,Yes,Yes,No,No,No,Yes,No,76.2%,IL,GAS001,GAN001,000913,No,No
914,Plan 914,Silver,EPO,Individual,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,86.8%,IL,CAS001,TXN001,000914,No,Yes
915,Plan 915,Silver,HMO,Child-only,No,Yes,Yes,No,No,No,No,No,No,75.5%,MI,NYS001,ILN001,000915,No,Yes
916,Plan 916,Platinum,PPO,Child-only,Yes,No,No,No,Yes,Yes,No,No,Yes,64.7%,IL,OHS001,NCN001,000916,No,No
917,Plan 917,Platinum,HMO,Family,Yes,No,No,Yes,Yes,Yes,No,Yes,No,86.5%,IL,FLS001,PAN001,000917,Yes,No
918,Plan 918,Platinum,HMO,Family,No,No,No,Yes,No,Yes,Yes,No,No,73.2%,MI,ILS001,MIN001,000918,No,Yes
919,Plan 919,Gold,HMO,Child-only,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,79.1%,NC,NYS001,GAN001,000919,Yes,Yes
920,Plan 920,Silver,PPO,Child-only,No,No,No,No,No,No,No,No,Yes,78.7%,GA,OHS001,GAN001,000920,Yes,No
